otype;idckkp;name;desc;mdesc;gtype;wh;ph;kkp;wikidata;wikipedia;published;x_wgs84;y_wgs84;wkt_2180
K1.30;SK00580;Ruiny zamku Krzyźtopór w Ujeżdzie;Ruiny powstałej w latach 1621–1644 rezydencji pałacowej otoczonej fortyfikacjami bastionowymi.;;area;no;yes;yes;Q1571728;pl:Krzyżtopór;2024-10-14;21.310324010658018;50.71411459876113;Point (663051.03706228593364358 318893.05760941217886284)
K1.30;SK00590;Ruiny zakładu wielopiecowego w Samsonowie;Ruiny huty znajdującej się w Samsonowie, działającej w latach 1818–1866.;;area;no;no;yes;Q9295157;pl:Huta Józef;2024-10-14;20.61496658351689;50.99128821757388;Point (613305.65938222478143871 348401.74676984903635457)
K1.30;LU00204;Ruiny zamku Piotra Firleja w Janowcu;Renesansowy zamek budowany w latach 1508–1526 na wysokiej skarpie wiślanej. ;;area;no;no;yes;Q9386646;pl:Zamek w Janowcu;2024-10-14;21.893468816508015;51.324503400123454;Point (701534.80830009654164314 388179.7757913424866274)
K1.30;MA00122;Ruiny zamku w Dobczycach;Źródła pisane wspominają o zamku w tym miejscu już 1362 r. Położony na skalistym wzgórzu nad Rabą, a ściślej nad Jeziorem Dobczyckim powstałym ze spiętrzenia jej wód, pełni obecnie funkcję muzealną, znajduje się tu muzeum PTTK Dodatkową atrakcją wzgórza zamkowego jest punkt widokowy na Pogórze i Beskidy.;;area;no;no;yes;Q9386623;pl:Zamek w Dobczycach;2024-10-14;20.084912369540113;49.877031771786626;Point (577926.45591349340975285 223864.71196947147836909)
K1.30;SL00529;Zamek Ogrodzieniec;Ruiny zamku leżącego na Jurze Krakowsko-Częstochowskiej, wybudowanego w systemie tzw. Orlich Gniazd. Zamek został wybudowany w XIV–XV w. przez ród Włodków Sulimczyków.;;area;no;no;yes;Q21155924;pl:Zamek Ogrodzieniec;2024-10-14;19.55300401147947;50.453194483393254;Point (539246.48257441667374223 287489.58509018394397572)
K1.30;KP00563;Ruiny zamku w Radzyniu Chełmińskim;Czteroskrzydłowy krzyżacki zamek komturski z lat 1310-1340, wzniesiony nad brzegiem Jeziora Zamkowego na północ od miasta Radzyń Chełmiński. Obecnie w stanie trwałej ruiny.;;area;no;no;yes;Q1013618;pl:Zamek w Radzyniu Chełmińskim;2024-10-14;18.935551443015264;53.38846013368943;Point (495715.03999914415180683 613711.51173627760726959)
K1.30;ZP00619;Ruiny zamku w Starym Drawsku;Pozostałości warownego zamku joannitów, wzniesionego w latach 1360–1366.;;area;no;no;yes;Q9386514;pl:Zamek Drahim w Starym Drawsku;2024-10-14;16.19607807892711;53.600908609112736;Point (314528.28713432897347957 640991.71883561671711504)
K1.10;PM00847;Sala BHP Stoczni Gdańskiej;Zabytkowy budynek w Gdańsku na terenie Stoczni Gdańskiej, miejsce podpisania porozumień sierpniowych w 1980 r.;o. Narodowego Muzeum Morskiego w Gdańsku W KKP Narodowe Muzeum Morskie w Gdańsku, było oznaczone jako jeden obiekt w CKKP zostało rozdzielone na poszczególne obiekty.;area;no;yes;yes;Q16019849;pl:Sala BHP;2024-10-14;18.651980858770102;54.36145708065911;Point (477392.41555119934491813 721986.72191113710869104)
K1.40;WP00625;Sanktuarium Maryjne w Licheniu Starym;Ośrodek kultu maryjnego o znaczeniu ogólnopolskim i międzynarodowym, położony we wsi Licheń Stary w centralnej Polsce. Do najważniejszych budynków należących do kompleksu Sanktuarium należy Bazylika Najświętszej Maryi Panny Licheńskiej, obecnie największy kościół w Polsce. Monumentalna pięcionawowa bazylika z centralną kopułą zbudowana jest na planie krzyża. Składa się z części głównej, dzwonnicy, wieży oraz trzech okazałych portyków. Powstała z inicjatywy marianina Eugeniusza Makulskiego według projektu Barbary Bieleckiej. Głównymi konstruktorami byli Ryszard Wojdak i Marek Kin. Wzniesiona została w latach 1994–2004.;;area;no;no;yes;Q16481841;pl:Sanktuarium Matki Bożej Bolesnej Królowej Polski w Licheniu Starym;2024-10-14;18.355956532551453;52.32147880401926;Point (456116.89002334797987714 495250.45214471098734066)
K1.40;WN00592;Sanktuarium Matki Pokoju w Stoczku Klasztornym;Kościół pobernardyński i sanktuarium maryjne w kształcie barokowej rotundy z I. połowy XVII wieku, rozbudowany w latach 1708–1711, otoczony czworobokiem krużganków z narożnymi kaplicami.;;area;no;yes;no;Q9167723;pl:Bazylika Nawiedzenia Najświętszej Maryi Panny w Stoczku Klasztornym;2024-10-14;20.727216815953835;54.12614507042682;Point (612836.48951324168592691 697135.10460152011364698)
K1.20;MA00444;Sądecki Park Etnograficzny w Nowym Sączu;Skansen regionalny prezentujący architekturę drewnianą i tradycyjną kulturę ludową historycznej Sądecczyzny. Na ok. 20 hektarowym obszarze parku znajduje się 68 obiektów, zgrupowanych w kilkunastu zespołach.;;area;no;no;yes;Q7767843;pl:Sądecki Park Etnograficzny;2024-10-14;20.736336759221288;49.6167233794814;Point (625383.94534554588608444 195815.59236044736462645)
K1.20;PK00678;Skansen Archeologiczny „Karpacka Troja” w Trzcinicy;"Skansen archeologiczny znany również pod nazwą ""Karpacka Troja"" jest jednym ze stanowisk archeologicznych w Polsce zawierających wczesnośredniowieczne rekonstrukcje wału obronnego, bramy, ulic i budynków mieszkalnych. To połączenie tradycyjnej formy skansenu oraz nowoczesnej placówki muzealnej. Cały kompleks składa się z terenu grodziska oraz parku archeologicznego leżącego u jego podnóża.";;area;no;no;yes;Q9337616;pl:Skansen Archeologiczny „Karpacka Troja” w Trzcinicy;2024-10-14;21.431638791207316;49.732850909947686;Point (675171.00285032938700169 210112.29970833481638692)
K1.20;LB00457;Skansen etnograficzny w Ochli;Na 13 ha mieści prawie 8 000 zabytków kultury ludowej i eksponatów, w tym ponad 100 obiektów nieruchomych. Prezentowane są tu zabytki z czterech historycznych regionów: Zachodniej Wielkopolski, Wschodnich Łużyc, Dolnego Śląska i tzw. obszaru środkowo-lubuskiego.;;area;no;no;yes;Q1371365;pl:Skansen etnograficzny w Ochli;2024-10-14;15.47276655511191;51.89072557504118;Point (257373.65420119630289264 453038.73256896593375131)
K1.20;WP00526;Skansen Miniatur w Pobiedziskach;Park miniatur zlokalizowany w Pobiedziskach, prezentujący makiety obiektów historycznych i fragmentów zabudowy miast wielkopolskich.;;area;no;no;yes;Q105296677;pl:Skansen miniatur w Pobiedziskach;2024-10-14;17.248866764676585;52.47618435953672;Point (381103.93569403019500896 513699.23383531218860298)
K1.20;WP00741;Skansen parowozów w Wolsztynie;Zabytkowa parowozownia powstała na początku XX w. Parowozownia była ostatnim obiektem w Europie, gdzie parowozy wykorzystywano do prowadzenia regularnych przewozów pasażerskich.;;area;no;no;yes;Q601440;pl:Parowozownia Wolsztyn;2024-10-14;16.11269783991418;52.10675986375203;Point (302336.84814612986519933 475111.68041630188236013)
K1.20;MA00075;Skansen taboru kolejowego w Chabówce;Na ekspozycję składają się między innymi wycofane z ruchu parowozy, wagony osobowe, towarowe, lokomotywy elektryczne i spalinowe. Część z nich jest odrestaurowana i przywrócona do sprawności. Wśród eksponatów znajduje się lokomotywa parowa TKb-1479., wyprodukowana w 1877 r., która jest najstarszym zachowanym parowozem w Polsce.;;area;no;no;yes;Q1164817;pl:Skansen taboru kolejowego w Chabówce;2024-10-14;19.926949967156613;49.595158937037844;Point (566967.39666251430753618 192383.9768366139032878)
K1.40;PK00612;Sobór Archikatedralny św. Jana Chrzciciela w Przemyślu;Świątynia wybudowana przez jezuitów w latach 1626–1632. Budowla zachowała cechy stylowe barokowej bazyliki.;;area;no;no;yes;Q3395146;pl:Sobór św. Jana Chrzciciela w Przemyślu;2024-10-14;22.77042602020331;49.78092687021022;Point (771327.383265117299743 219440.09835674011264928)
K1.20;LU00205;Stadnina koni w Janowie Podlaskim;Istniejąca od 1817 r. najstarsza państwowa stadnina koni arabskich z siedzibą w Wygodzie. Siedziba stadniny znajduje się w Wygodzie k. Janowa, w założonym w 1817 r. zespole klasycystycznych stajni. Zajmuje ona obszar 2500 ha, co stanowi około 18% powierzchni gminy Janów Podlaski.;;area;no;yes;yes;Q22976646;pl:Stadnina Koni Janów Podlaski;2024-10-14;23.22873457981725;52.20994991835943;Point (788792.87359322095289826 491082.56787750794319436)
K1.40;MA00759;Stary cmentarz na Pęksowym Brzyzku w Zakopanem;Zwany również Starym Cmentarzem - pierwszy zakopiański cmentarz przy ul. Kościeliskiej, założony w drugiej połowie XIX wieku przez pierwszego proboszcza zakopiańskiego, księdza Józefa Stolarczyka. Pełni funkcję cmentarza zasłużonych. znajduje się tu około 500 grobów, w tym 250 osób zasłużonych. Prawie wszystkie nagrobki są niepowtarzalnymi dziełami sztuki.;;area;no;no;yes;Q6940830;pl:Cmentarz Zasłużonych na Pęksowym Brzyzku;2024-10-14;19.94713663583627;49.29682539254999;Point (568842.23561347217764705 159245.89135111676296219)
K1.10;PM00848;Statek - Muzeum Dar Pomorza;Trzymasztowy żaglowiec szkolny (fregata) zakupiony przez społeczeństwo Pomorza w 1929 r.dla Szkoły Morskiej w Gdyni. Od 1982 r. pełni rolę statku - muzeum.;o. Narodowego Muzeum Morskiego w Gdańsku W KKP Narodowe Muzeum Morskie w Gdańsku, było oznaczone jako jeden obiekt w CKKP zostało rozdzielone na poszczególne obiekty.;area;no;no;yes;Q936582;pl:Dar Pomorza;2024-10-14;18.552838728171203;54.519470615187295;Point (471063.70108834118582308 739599.54875172500032932)
K1.10;PM00846;Statek - Muzeum Sołdek;Rudowęglowiec, masowiec o napędzie parowym. Pierwszy statek pełnomorski zbudowany całkowicie w Polsce po II wojnie światowej. Otrzymał nazwisko ówczesnego trasera Stoczni Gdańskiej, przodownika pracy Stanisława Sołdka, którego żona, Helena, była matką chrzestną.;o. Narodowego Muzeum Morskiego w Gdańsku W KKP Narodowe Muzeum Morskie w Gdańsku, było oznaczone jako jeden obiekt w CKKP zostało rozdzielone na poszczególne obiekty.;area;no;no;yes;Q455096;pl:SS Sołdek;2024-10-14;18.658632851501668;54.351458467867786;Point (477819.14733334275661036 720872.43262865312863141)
K1.40;MA00638;Synagoga Remuh w Krakowie;Synagoga jest jedną z dwóch czynnych synagog w mieście i jedyną, w której regularnie odbywają się nabożeństwa. Jest drugim najstarszym żydowskim domem modlitwy w Krakowie, przez co pierwotnie zwana była Nową. Synagoga wraz z przylegającym do niej cmentarzem tworzą unikatowy i bezcenny zespół żydowskiej architektury i sztuki sakralnej sięgający XVI wieku.;;area;no;no;yes;Q3618;pl:Synagoga Remu;2024-10-14;19.94728160532457;50.05264939984718;Point (567793.84288863989058882 243250.17795590916648507)
K1.40;MA00863;Cmentarz Remuh w Krakowie;Stary cmentarz żydowski zwany również cmentarzem Remuh (lub Remu) – najstarszy cmentarz żydowski w Krakowie i jeden z najstarszych w Europie, założony w 1535 r. Położony jest na Kazimierzu przy synagodze Remuh. Wejście na cmentarz znajduje się obok synagogi przy ulicy Szerokiej 40. Nekropolia ma powierzchnię ok. 0,75 ha.;;area;no;no;yes;Q115001;pl:Cmentarz Remuh;2024-10-14;19.94698794921248;50.05258178819471;Point (567772.92244716873392463 243242.39659497234970331)
K1.20;WP00624;Stary Browar – Centrum Handlu, Sztuki i Biznesu w Poznaniu;Centrum handlu i sztuki otwarte 5 listopada 2003 r.. Jest połączeniem obiektu handlowego oraz galerii artystycznej. Taka dwojaka funkcja wiąże się z realizacją idei „50:50” Grażyny Kulczyk, pierwszej właściciel obiektu, zgodnie z którą 50% przedsięwzięcia stanowi biznes, a drugie 50% poświęcone jest sztuce.;;area;no;no;yes;Q386489;pl:Stary Browar (Poznań);2024-10-14;16.92792154902084;52.40145564614696;Point (359076.80611739587038755 505967.7257819413789548)
K1.40;PK00336;Synagoga w Lesku;Synagoga została zbudowana w latach 1626–1654 na miejscu starej bożnicy na na planie prostokąta w stylu manierystyczno-barokowym. Jest główną synagogą leskiej gminy żydowskie. Miesci sie tam galeria sztuki i od 1995 Muzeum Żydów Galicji.;;area;no;no;yes;Q2739495;pl:Synagoga w Lesku;2024-10-14;22.33099145630985;49.47050247615565;Point (741240.51438869326375425 183449.6274521921586711)
K1.20;WN00146;Twierdza Boyen w Giżycku;Twierdza w kształcie gwiazdy, będąca ważnym obiektem militarnym o znaczeniu strategicznym w XIX i pocz. XX w. Zbudowana w latach 1844–1856 z rozkazu króla Fryderyka Wilhelma IV, zajmuje powierzchnię ok. 100 ha i została przygotowana dla załogi liczącej około 3000 żołnierzy.;;area;no;no;yes;Q1408436;pl:Twierdza Boyen;2024-10-14;21.748585443911463;54.03200998361776;Point (679954.86816143069881946 688780.85619202314410359)
K1.20;MZ00442;Twierdza Modlin w Nowym Dworze Mazowieckim;Kompleks twierdzy skłąda się z cytadeli położonej na prawym brzegu Narwi, umocnionych przedmości: kazuńskiego i nowodworskiego oraz z dwóch łańcuchów fortów. Jest jedną z największych i najlepiej zachowanych twierdz w Polsce.;;area;no;no;yes;Q47796;pl:Twierdza Modlin;2024-10-14;20.67574218865662;52.43891794567138;Point (613873.76561432238668203 509434.29931944760028273)
K1.20;LU00119;Twierdza w Dęblinie;Zespół obiektów fortecznych wzniesionych przez Rosję w XIX wieku u zbiegu Wieprza i Wisły, w miejscowości Dęblin. Obecnie cytadela Twierdzy Dęblin zajęta jest przez Wojsko Polskie. Pozostałości istniejących fortów są opuszczone.;;area;no;no;yes;Q4195686;pl:Twierdza Dęblin;2024-10-14;21.837621769153543;51.55639898975585;Point (696646.66542134224437177 413802.63699299440486357)
K1.20;WP00332;Wielkopolski Park Etnograficzny w Dziekanowicach;Skansen położony nad brzegiem jeziora Lednica gromadzący, zabezpieczający i eksponujący przedmioty i obiekty architektoniczne z obszaru Wielkopolski. Znajdują się w nim domy, budynki inwentarskie, stodoły wraz z wyposażeniem. Poszczególne budynki są rozmieszczone w taki sposób, by całość tworzyła naturalnej wielkości wieś.;Zmieniona nazwę na poprawną;area;no;no;yes;Q9373082;pl:Wielkopolski Park Etnograficzny w Dziekanowicach;2024-10-14;17.381074023657913;52.51398081512536;Point (390173.94928472791798413 517692.30662030982784927)
K1.10;WP00564;Wielkopolskie Muzeum Pożarnictwa w Rakoniewicach;Otwarte 16 czerwca 1974 r. muzeum prezentujące archiwalia, sprzęt i wyposażenie związane z tematyką pożarniczą. Posiada ok. 4 000 eksponatów.;;area;no;no;yes;Q9373087;pl:Wielkopolskie Muzeum Pożarnictwa w Rakoniewicach;2024-10-14;16.272452252410762;52.14016769343371;Point (313411.112717688200064 478402.16646106319967657)
K1.10;WP00867;Wielkopolskie Muzeum Wojskowe;Zbiory muzeum obejmują około 40.000 eksponatów z obszaru rozwój polskiej broni i uzbrojenia od XI wieku do czasów współczesnych (bez sprzętu ciężkiego). Najstarsze eksponaty z dziedziny umundurowania pochodzą z XVIII wieku (kapelusze i buty do jazdy), a także z czasów Księstwa Warszawskiego. Jednym z najcenniejszych eksponatów jest łódź średniowieczna z X wieku – dłubanka wydobyta z Jeziora Lednica.;"W KKP występowała jedna pozycja ""Muzeum Narodowe w Poznaniu"", w CKKP wprowadzono poszczególne oddziały.";area;no;no;yes;Q9373089;pl:Wielkopolskie Muzeum Wojskowe;2024-10-14;16.93366706797592;52.408178441988305;Point (359488.88608504296280444 506703.97287246311316267)
K1.30;WN00145;Wilczy Szaniec w Gierłoży;Kwatera główna Adolfa Hitlera (niem. Führerhauptquartier, FHQ) i Naczelnego Dowództwa Sił Zbrojnych (niem. Oberkommando der Wehrmacht, OKW) w lesie gierłoskim.;;area;no;no;yes;Q157153;pl:Wilczy Szaniec;2024-10-14;21.498099055050417;54.08070694628784;Point (663367.19531390781048685 693587.7069613077910617)
P1.10;MA00760;Ośrodek kultury ludowej w Zalipiu;"Wieś znana jest ze zwyczaju malowania chat, obecnie jest ich około 40. Na terenie wsi znajduje się ""Dom Malarek"" pełniący funkcję ośrodka kultury i centrum promocji „malowanej wsi”.";;area;no;no;yes;Q1394010;pl:Zalipie (województwo małopolskie);2024-10-14;20.860176868413394;50.236755936554644;Point (632613.58033292065374553 264939.7517891459283419)
K1.30;DS00174;Zamek Grodno;Położony w Górach Czarnych kamienny zamek, na szczycie góry Choina (450 m n.p.m.). Jego ostatnimi włąscicielami byli Zedlitzowie. W 2018 r. uruchomiono w nim hotel i restaurację.;;area;no;no;yes;Q951156;pl:Zamek Grodno;2024-10-14;16.410539553445567;50.74945176741136;Point (317388.9401432610466145 323472.81925536144990474)
K1.30;LB00347;Zamek joannitów w Łagowie;Został wzniesiony w XIV stuleciu w stylu gotyckim przez joannitów, następnie był rozbudowywany w XVI -XVIII stuleciu. Obecnie w zamku mieści się hotel.;;area;no;no;yes;Q16618861;pl:Zamek joannitów w Łagowie;2024-10-14;15.292843637704786;52.33465676183718;Point (247524.21967910553212278 502990.15423155156895518)
K1.20;LU00587;Rynek Starego Miasta w Lublinie;Centralny plac w historycznym centrum Lublina.;;area;no;no;yes;Q56295419;pl:Rynek w Lublinie;2024-10-14;22.56790613442598;51.247817774348974;Point (748913.03933493385557085 381727.36490460124332458)
K1.20;MA00883;Zamek Królewski na Wawelu;Siedziba królów Polskich, została zbudowana przez Władysława Łokietka i Kazimierza Wielkiego na pozostałosciach grodu z X- XIII w. W latach 1499 -1536 Zygmunt Stary przebudował ją i robudował w stylu renesansowym z arkadowym dziedzińcem. Mają w nim siedzibę Państwowe Zbiory Sztuki – Zamek Królewski na Wawelu, muzeum o powierzchni 7040 m² z 71 salami wystawowymi.;W KKP wzgórze wawelskie było reprezentowane przez jeden obiek, w CKKP rozdzielono je na kilka.;area;no;no;yes;Q18820;pl:Zamek Królewski na Wawelu;2024-10-14;19.935440010580034;50.054097070293466;Point (566944.37773826217744499 243400.41082183760590851)
P1.30;PM00213;Jezioro Gardno;Jezioro przybrzeżne położone na Wybrzeżu Słowińskim. Ma powierzchnię 2468 ha i maksymalną głębokość 2,6 m.;;area;no;no;yes;Q1688781;pl:Gardno;2024-10-14;17.11198198861835;54.65136699264243;Point (378225.15983962471364066 755816.21993319585453719)
P1.30;WP00214;Jezioro Kociołek;Jezioro polodowcowe w kształcie małego, owalnego akwenu o powierzchni 4,3 ha, maksymalnej głębokości 7,8 m.;;area;no;no;yes;Q11795246;pl:Obszar ochrony ścisłej Jezioro Kociołek;2024-10-14;16.812592072686325;52.24998258340834;Point (350725.02105526655213907 489358.75905862217769027)
P1.30;WP00215;Jezioro Maltańskie;Sztuczny zbiornik wodny, powstały w wyniku spiętrzenia Cybiny.Zbiornik zajmuje maksymalnie obszar 67,5 ha (zależy od stopnia spiętrzenia), jego długość to około 2,2 km. Średnia głębokość to nieco ponad 3,13 m, a maksymalna to około 5 m.;;area;no;no;yes;Q2311941;pl:Jezioro Maltańskie;2024-10-14;16.97031947979159;52.40294173600118;Point (361964.64122948719887063 506051.14503620786126703)
P1.30;LB00216;Jezioro Ostrowiec;Przepływowe jezioro rynnowe na Równinie Charzykowskiej w kompleksie leśnym Parku Narodowego „Bory Tucholskie”;;area;no;no;yes;Q11726643;pl:Jezioro Ostrowite (Równina Charzykowska);2024-11-17;15.971647467997201;53.08691353498089;Point (297261.61990887520369142 584459.29641110438387841)
P1.30;PK00614;Jezioro Solińskie;Zbiornik retencyjny na rzece San. Ma powierzchnię ok. 22 km² i największą w Polsce pojemność (472 mln m³). Maksymalna głębokość zbiornika to 60 m przy zaporze.;;area;no;no;yes;Q1760896;pl:Jezioro Solińskie;2024-10-14;22.47107640045329;49.35513334047766;Point (751974.46521799208130687 171089.30759210040559992)
P1.30;ZP00217;Jezioro Szmaragdowe;Sztuczne jezioro położone na osiedlu Szczecina – Zdrojach powstałe w dawnej kopalni kredy i margla. O powierzchnii 28,5 ha i głebokosci 18m.;;area;no;no;yes;Q13225440;pl:Jezioro Szmaragdowe;2024-10-14;14.624849192908412;53.371295934341745;Point (209075.93912580522010103 620722.1513181832851842)
K1.20;PK00206;Kamienica Orsettich w Jarosławiu;Zabytkowa późnorenesansowa kamienica, wzniesiona w 1570 r. Znajduje się w niej Muzeum Jarosławia zaimujące się gromadzeniem, przechowywaniem, opracowywaniem i konserwacją zabytków sztuki i kultury związanych z historią Jarosławia oraz okolic.;;area;no;no;yes;Q11787024;pl:Muzeum w Jarosławiu Kamienica Orsettich;2024-10-14;22.683855607172664;50.01815981510624;Point (763800.90208428003825247 245489.28356303030159324)
K1.40;DS00326;Kaplica Czaszek w Czeremnej;Niewielka barokowa kaplica murowana posadowiona na podstawie kwadratu, usytuowana została pomiędzy kościołem św. Bartłomieja a wolnostojącą dzwonnicą. Ściany i sklepienie wnętrza kaplicy pokrywa ok. 3 tys. ciasno ułożonych czaszek i kości ludzkich, ofiar wojen oraz epidemii chorób zakaźnych. Dalsze 20–30 tys. szczątków leży w krypcie pod kaplicą.;;area;no;no;yes;Q2879740;pl:Kaplica Czaszek w Kudowie-Zdroju;2024-10-14;16.241939799999592;50.45153350000582;Point (304268.34375411231303588 290792.75794981711078435)
K1.10;DS00231;Karkonoskie Centrum Edukacji Ekologicznej KPN w Szklarskiej Porębie;Ośrodek edukacyjny działający w strukturach Karkonoskiego Parku Narodowego, mający swoją siedzibę w Szklarskiej Porębie. Zadaniem instytucji jest prezentacja przyrody Karkonoszy, zarówno po polskiej, jak i po czeskiej stronie. W stałej ekspozycji znajdują się materiały poglądowe dotyczące wpływu człowieka na środowisko naturalne gór, zjawisk przyrodniczych, flory i fauny, kotłów polodowcowych i torfowisk;;area;no;no;yes;Q11735736;pl:Karkonoskie Centrum Edukacji Ekologicznej;2024-10-14;15.518964756004298;50.81892729806158;Point (254891.59141670676763169 333774.52956741879461333)
K1.40;LU00877;Kaplica Trójcy Świętej w Lublinie;Kaplica znajdująca się na dziedzińcu zamkowym w Lublinie, połączona z częścią muzealną zamku. Kaplica stanowi integralną część obiektu muzealnego.;W KKP Zamke w Lublinie, Muzeum Narodowe oraz Kapica św. Trójcy były traktowane jako jeden budynek. W CKKP zostały rozdzielone.;area;no;no;yes;Q11735166;pl:Kaplica Trójcy Świętej w Lublinie;2024-10-14;22.573117014612347;51.250309227512325;Point (749262.98839194234460592 382021.92137187416665256)
K1.20;PM00716;Kaszubski Park Etnograficzny we Wdzydzach Kiszewskich;Kaszubski Park Etnograficzny im. Teodory i Izydora Gulgowskich we Wdzydzach – muzeum typu skansenowskiego, w którym zgromadzono ponad 50 obiektów architektury ludowej z obszaru całych Kaszub i Kociewia oprócz pasa nadmorskiego.;;area;no;no;yes;Q10980679;pl:Kaszubski Park Etnograficzny we Wdzydzach;2024-10-14;17.94115243831593;54.00977716389814;Point (430631.3346221154788509 683332.02607727621216327)
K1.40;DS00659;Katedra pw. śś. Stanisława i Wacława w Świdnicy;Jeden z największych kościołów Dolnego Śląska. Wieża o wys. 101,21 m jest obecnie najwyższą na terenie całego Śląska i szóstą co do wielkości w Polsce.;;area;no;yes;yes;Q11737356;pl:Katedra św. Stanisława i św. Wacława w Świdnicy;2024-10-14;16.49201155580621;50.841147785661214;Point (323479.58713763894047588 333466.36352226708550006)
K1.40;WN00466;Katedra pw. św. Jakuba w Olsztynie;Gotycki kościół zbudowany w II poł. XIV wieku. ;;area;no;no;yes;Q3919808;pl:Bazylika konkatedralna św. Jakuba w Olsztynie;2024-10-14;20.47762245113545;53.77610069589077;Point (597344.00428790575824678 657835.3857926664641127)
K1.40;WP00223;Katedra pw. św. Mikołaja w Kaliszu;Zabytkowy kościół, którego budowę w stylu gotyckim rozpoczęto przed 1257 rokiem, rozbudowano w XIV i XVII wieku. W XIX wieku nadbudowano wieżę. ;;area;no;no;yes;Q11737350;pl:Katedra św. Mikołaja Biskupa w Kaliszu;2024-10-14;18.089224958531496;51.764085115025765;Point (437166.13589495921041816 433470.76927729102317244)
K1.40;MZ00521;Katedra pw. Wniebowzięcia Najświętszej Maryi Panny w Płocku;Jedna z pięciu najstarszych katedr w Polsce zbudowana w tym miejscu po raz pierwszy pod koniec XI wieku. W obecnej renesansowej formie po zbudowaniu katedry na nowo w XVI wieku oraz po przebudowie z lat 1900-1903. Jest położona na wznoszącym się 60 m nad Wisłą na Wzgórzu Tumskim, miejsce pochówku władców Polski.;;area;no;yes;yes;Q1434756;pl:Bazylika katedralna Wniebowzięcia Najświętszej Maryi Panny w Płocku;2024-10-14;19.689610942170415;52.54099075016964;Point (546755.02850541251245886 519687.81034899200312793)
K1.40;SK00249;Katedra pw. Wniebowzięcia Najświętszej Maryi Panny w Kielcach;Barokowa świątynia, z pozostałościami stylu romańskiego, zlokalizowana w centrum Kielc na „Wzgórzu Zamkowym”, jeden z najcenniejszych zabytków miasta. W budynku znajduje się wiele zabytków ruchomych m.in. ołtarze, kielichy, monstrancje. Zabytkiem są organy zbudowane w 1912 r. przez firmę Riegera, natomiast szafa organowa pochodzi z XVIII wieku.;;area;no;yes;yes;Q9167763;pl:Bazylika katedralna Wniebowzięcia Najświętszej Maryi Panny w Kielcach;2024-10-14;20.628859316449155;50.86886102114105;Point (614580.76938689756207168 334814.20034220028901473)
K1.40;ZP00266;Katedra pw. Wniebowzięcia Najświętszej Maryi Panny w Kołobrzegu;Świątynia rzymskokatolicka wybudowana w XIV wieku w stylu gotyckim, halowa, pięcionawowa.;;area;no;no;yes;Q1779076;pl:Bazylika konkatedralna Wniebowzięcia Najświętszej Maryi Panny w Kołobrzegu;2024-10-14;15.574633644257803;54.17604665076199;Point (276526.21049129241146147 706726.38940347428433597)
K1.10;KP00730;Katedra pw. Wniebowzięcia Najświętszej Maryi Panny w Włocławku;Katedra gotycka gotycka wznoszona od 1340 r. , konsekrowana w 1411r. Ze znajdujących się wewnątrz zabytków na szczególną uwagę zasługują: witraże z 1360 roku, nagrobek bpa Piotra z Bnina z 1494, drewniana figura Matki Bożej z początku XV w. oraz obraz Wniebowzięcia NMP, Jana Wielkiego z ok. 1480r.;;area;no;yes;yes;Q9167765;pl:Bazylika katedralna Wniebowzięcia Najświętszej Maryi Panny we Włocławku;2024-10-14;19.067940874748093;52.66103586915304;Point (504593.78622590273153037 532815.74072931753471494)
K1.40;PD00352;Katedra św. Michała Archanioła w Łomży;Późnogotycki kościół św. Michała Archanioła wzniesiony ok. 1526 r., ośrodek kultu maryjnego z cudownym obrazem Matki Bożej Pięknej Miłości, zwanej Łomżyńską.;;area;no;no;yes;Q11034946;pl:Katedra św. Michała Archanioła w Łomży;2024-10-14;22.08001200987098;53.1776819031827;Point (705761.52616577933076769 594697.14171421679202467)
K1.40;MA00033;Kolegiata Bożego Ciała w Bieczu;Kościół trójnawowy, konstrukcji halowej, z szeregami kaplic wzdłuż naw bocznych reprezentuje architekturę późnogotycką. Został wzniesiony z cegły i ciosów kamiennych, wykorzystanych jako detale konstrukcyjne i ozdobne. Najstarszą częścią kościoła jest prezbiterium, ukończone około 1480 r.;;area;no;no;yes;Q30159062;pl:Kolegiata Bożego Ciała w Bieczu;2024-10-14;21.24713054044957;49.73034681566941;Point (661888.84584373352117836 209419.71994251126307063)
K1.40;WP00263;Kolegiata Matki Boskiej Nieustającej Pomocy, św. Marii Magdaleny i św. Stanisława Biskupa w Poznaniu;Barokowy kościół farny i zarazem kolegiacki, którego budowę rozpoczęto w 1651 r. Po wkroczeniu wojsk niemieckich w 1939 r. kościół został ograbiony, a wnętrze stało się magazynem. Odbudowany został w latach 1948–1950. Prace renowacyjne rozpoczęte w 1990 nadal trwają. ;;area;no;no;yes;Q11032351;pl:Bazylika Matki Bożej Nieustającej Pomocy, św. Marii Magdaleny i św. Stanisława Biskupa w Poznaniu;2024-10-14;16.93401106143154;52.406236567136084;Point (359506.10402254766086116 506487.40905375103466213)
